acc_name,create_at,full_text,retweet_count,fav_count,follower_count
bualuangsec,2020-05-18 11:30:15,โลกถูกเร่งให้ใช้ E – Commerce platform จาก COVID-19 แล้วในการปรับตัวครั้งใหญ่นี้ มีกลุ่มไหนได้ประโยชน์ ไปติดตามกันที่ ,1,1,22030
banmuangonline,2020-05-18 11:29:23,"กทท.เยียวยาผู้ประกอบการ หลังโดนพิษCOVID

",0,0,1068
Sunitinib,2020-05-18 11:29:19,"If no Covid: ดีแล้วน้องฝึก รพ ก่อนฝึกร้านยาทีหลัง รพ มันหนักกว่า ร้านยาชิวกว่า จะได้มีเวลาอ่านสภาก่อนเปิดเทอม
W/ Covid: กุฝึก รพ กับร้านยาไปพร้อมๆกันเรยจ้า แล้วก้สอบไฟนอลที่ยังค้างก่อนเปิดเทอม จากนั้นเปิดเทอมแล้วก้สอบสภา 
ตายมั้ย ตายค่ะ เอาวะสู้ๆละกันมาขนาดนี้แร้ว",0,0,58
ajsarun,2020-05-18 11:28:43,Sarun's Blog: ACM สร้างรางวัลใหม่สำหรับงานวิจัยที่ใช้คอมพิวเตอร์... ,0,0,854
forsellonlyka,2020-05-18 11:27:26,"แบ่งขายแมสค่า
10 ชิ้น แพคละ 90 บาท 
งานไทยหนา 3 ชั้นมีไส้กรองตามภาพเลยค่ะ
ค่าส่ง flash 30บาท
#หน้ากากอนามัย #หน้ากากอนามัยพร้อมส่ง #พร้อมส่ง #แมส #ตลาดนัด #หน้ากากอนามัยราคาถูก #โควิด19 #โควิด_19 #COVID19 #COVID__19 #thaitalk ",1,0,98
krungthaizmico,2020-05-18 11:22:30,"WEEKLY REPORT : จับตา....รายงาน 1Q20E GDP ไทย ผลประชุม กนง. ดุลการค้าไทย จำนวนผู้ติดเชื้อ COVID-19  US-China Tension 

ติดตามข่าวสารการลงทุนและบริการ &gt;  
#KTZresearch #Krungthaizmico ",0,0,2007
KINTApp,2020-05-18 11:21:12,"#KINT#
ช่วงนี้น้องๆนักเรียนกำลังเปิดเทอมเรึ่มเรียนกันแล้ว
แต่ส่วนใหญ่ยังต้องเรียนที่บ้านกันอยู่เพื่อป้องกัน Covid-19
วันนี้แอดมินเลยมีวีธีดูแลสายตามาฝากทุกคนกัน
มาดูกันว่ามีวิธีอะไรบ้าง? มาดูกัน
FB: Kint App
Mobile : 063-191-8474
#FriendForever ",0,0,2
silmobangkok,2020-05-18 11:19:57,"ซิลโม่ แบงค็อก 2020 ขอเรียนเชิญ คุณเข้าร่วมรับฟัง ฟรีเว็บบินาร์! 

หัวข้อ: ""ธุรกิจร้านแว่นตา และการปรับตัวหลังผ่านพ้นวิกฤต COVID-19""
วันที่ &amp; เวลา: วันที่ 5 มิถุนายน 2563 / 14:00 น. ถึง 15:00 น.
โดย: สมาคมนักทัศนมาตรศาสตร์ไทย &amp; บริษัท ไทยโฮยาเลนซ์ จำกัด

อย่าพลาด ! ",0,0,40
barbira_zz,2020-05-18 11:16:09,เดี๋ยวกูลงขอทุนcovid 5000มาซื้อครีม มึงคอยดู อิห่าสิว,0,0,140
moralcenter1,2020-05-18 11:13:03," ขอเชิญร่วมส่งผลงานเข้าประกวด มิวสิควีดีโอประกอบเพลง
ในโครงการ : Moral Fight Covid  "" ให้รัก...พาเราไป""
ของศูนย์คุณธรรม(องค์การมหาชน) กระทรวงวัฒนธรรม 
(ส่งผลงานได้ตั้งแต่ วันนี้ - 15 มิถุนายน 2563 นี้เท่านั้น) 

สอบถามข้อมูล กติกาและเงินรางวัลได้เพิ่มเติม โทร. 064-557-1535 ",0,0,49
_miniminmin,2020-05-18 11:12:55,@Np_nmph Covid ไม่กลัว กลัว TB จริงๆ ㅠㅠ,0,0,254
WipaweePam,2020-05-18 11:12:25,ขึ้นER โอ้ยยยยยย ชั้นจะไปเจออะไรบ้างนะ Covidก็ต้องกลัวอี๊กก,0,1,230
Ruamduay,2020-05-18 11:12:15,"สรุปการใช้งาน • ร้านค้าลงทะเบียน 44,386 ร้าน
• ผู้ใช้งาน 2,002,897 คน
ขอบคุณที่ “เช็คอิน” อย่าลืม “เช็คเอาท์” ช่วยกัน “ประเมิน” 
Cr.เพจศูนย์ข้อมูล COVID-19 ",0,0,11047
nok48489231,2020-05-18 11:11:53,"‼️พร้อมส่ง‼️ เด็ก

ราคา 520 ems 50

แมส 3D ปกป้องฝุ่นละออง PM 2.5 
น้ำลายจากการสัมผัส เชื้อ COVID-19
1 กล่องมี 10 ชิ้น ",0,0,2
quitcallingme_k,2020-05-18 11:11:44,โห น้ำตาจะไหล ชอบเพลงของคุณ luke chiang มากๆ วันนี้เห็นหน้าโปรไฟล์ใน spotify ขึ้นว่าเค้าช่วยระดมทุน covid เลยไปหาไอจีเค้า(เกี่ยวไหม) ทำให้รู้ว่าเค้าเป็น LPR กับ MTD เท่าที่เสิร์ชมาคือทั้งสองอันมันส่งผลกระทบกับเสียงเค้าหนักมาก มันทำให้เค้าพูดไม่ได้เลย ที่สำคัญคือเค้าเป็นนักร้อง,1,0,190
LhongST,2020-05-18 11:11:30,"ล่าสุดก็คือ จะให้ปิดประเทศทำเกษตรหนี covid

คิดว่ามึงสามารถสร้าง wealth ได้โดยไม่พึ่งส่งออกเหรอ
หรือคิดว่าเค้าจะให้มึงขายของให้เค้าอยู่ฝ่ายเดียว แล้วมึงก็ปิดประเทศไม่รู้ไม่ชี้โดยที่เค้าไม่ได้ไรเลยงี้เหรอ

กลิ่นพ่อมึงเพียงเหม็นมาก เหม็นสุดๆเลย",0,0,101
nok48489231,2020-05-18 11:08:10,"‼️พร้อมส่ง‼️ เด็ก

ราคา 520 ems 50

แมส 3D ปกป้องฝุ่นละออง PM 2.5 
น้ำลายจากการสัมผัส เชื้อ COVID-19
1 กล่องมี 10 ชิ้น ",0,0,2
nok48489231,2020-05-18 11:07:20,"‼️พร้อมส่ง‼️ เด็ก

ราคา 520 ems 50

แมส 3D ปกป้องฝุ่นละออง PM 2.5 
น้ำลายจากการสัมผัส เชื้อ COVID-19
1 กล่องมี 10 ชิ้น ",0,0,2
Aomyim6969z,2020-05-18 11:06:10,"Id line : aomyim6969 #รับงานนครสวรรค์ น้องๆ พริตตี้ นศ. พร้อมให้บริการจ้า 
#ไซด์ไลน์นครสวรรค์ 
#หาคู่นอนนครสวรรค์
- ราคา 1500/1
- น้องๆงานดีตรงปก จ่ายหน้างาน
- บริการประทับใจ น้องๆมีหลายคน
- น้องๆปลอดเชื้อจาก Covid-19 ทุกคน
สนใจ คลิ๊ก ลิ๊ง  ด้านล่างจ้า
",4,9,40
priwziest,2020-05-18 11:05:18,"5 Guideline ที่ทำให้รู้สึกว่าเรา manage ชีวิตตัวเองได้
1) แยกพื้นที่ในการทำงาน กับพื้นที่ในการใช้ชีวิตให้ชัดเจน
2) ให้แพลนล่วงหน้า
3) ตั้งกฎของตัวเอง แล้วก็ยึดมัน
4) Prioritize เรื่องความสัมพันธ์
5) Reflect yourself อยู่บ่อยๆ
",1,2,1627
